,Unnamed: 0,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
72,74,8,4,60.0,5790,1,1,3,3,0,0,0,17,2,2,0,5,3,6,1915,1950,2,1,11,13,2,0.0,2,2,1,1,4,3,6,0,6,0,840,840,1,2,0,4,840,765,0,1605,0,0,2,0,3,2,3,8,6,0,3,5,1915.0,2,1,379,4,4,2,0,0,202,0,0,0,3,4,1,0,8,2010,8,4,107400
73,75,2,4,21.0,1596,1,1,3,3,0,4,0,10,2,2,3,7,4,5,1973,1973,1,1,4,5,2,0.0,3,3,1,2,4,1,2,462,6,0,0,462,1,4,1,4,526,462,0,988,1,0,1,0,2,1,3,5,6,0,3,3,1973.0,2,1,297,4,4,2,120,101,0,0,0,0,3,1,1,0,9,2009,8,4,91000
74,76,4,3,0.0,8475,1,1,0,3,0,4,0,12,2,2,0,2,4,7,1956,1956,1,1,11,13,2,0.0,3,3,1,4,4,3,0,228,6,0,724,952,1,0,1,0,952,0,0,952,0,0,1,0,2,1,3,4,6,0,3,5,1956.0,2,1,283,4,4,2,0,0,0,0,0,0,3,4,1,0,0,2008,8,4,135750
75,77,8,4,50.0,8635,1,1,3,3,0,4,0,3,2,2,0,0,5,5,1948,2001,1,1,12,14,2,0.0,3,3,1,4,4,3,1,336,2,41,295,672,1,4,1,4,1072,213,0,1285,1,0,1,0,2,1,3,6,2,0,3,5,1948.0,2,1,240,4,4,2,0,0,0,0,0,0,3,2,1,0,4,2008,8,4,127000
76,79,8,4,60.0,10440,1,0,3,3,0,0,0,17,2,2,0,5,5,6,1910,1981,1,1,12,14,2,0.0,3,3,2,4,4,3,6,0,6,0,440,440,1,2,1,4,682,548,0,1230,0,0,1,1,2,1,3,5,6,0,3,5,1966.0,2,2,440,4,4,2,74,0,128,0,0,0,3,2,1,0,8,2009,8,4,110000
77,80,9,3,100.0,13000,1,1,3,3,0,0,0,12,2,2,0,5,6,6,1968,1968,1,1,11,13,1,576.0,3,2,1,2,4,3,5,448,6,0,448,896,1,4,1,4,1182,960,0,2142,0,0,2,1,4,1,2,8,6,1,2,1,1968.0,0,1,509,4,4,2,0,72,0,0,252,0,3,4,1,0,6,2009,8,4,193500
78,81,0,4,32.0,4500,1,1,3,3,0,2,0,11,2,2,4,2,6,5,1998,1998,3,1,11,13,1,443.0,3,2,2,0,1,3,2,1201,6,0,36,1237,1,0,1,4,1337,0,0,1337,1,0,2,0,2,1,3,5,6,0,3,1,1998.0,0,2,405,4,4,2,0,199,0,0,0,0,3,4,1,0,7,2006,8,4,153500
79,82,4,3,78.0,10206,1,1,3,3,0,4,0,21,2,2,0,2,8,5,2007,2007,1,1,11,13,3,468.0,3,3,2,2,4,3,2,33,6,0,1530,1563,1,0,1,4,1563,0,0,1563,0,0,2,0,3,1,2,6,6,1,2,1,2007.0,1,3,758,4,4,2,144,99,0,0,0,0,3,4,1,0,10,2008,8,4,245000
80,83,4,3,80.0,8892,1,1,0,3,0,4,0,12,2,2,0,2,5,5,1960,1960,1,1,7,8,0,66.0,3,3,1,4,4,3,6,0,6,0,1065,1065,1,2,1,4,1065,0,0,1065,0,0,1,1,3,1,3,6,6,0,3,5,1974.0,2,2,461,4,4,2,74,0,0,0,0,0,3,4,1,0,5,2007,0,4,126500
81,84,12,3,0.0,8530,1,1,0,3,0,4,0,8,2,2,0,7,7,5,1995,1996,1,1,5,6,1,22.0,3,3,2,2,4,3,6,0,6,0,384,384,1,2,1,4,804,670,0,1474,0,0,2,1,3,1,3,7,6,1,5,3,1995.0,0,2,400,4,4,2,120,72,0,0,0,0,3,4,3,700,8,2009,8,4,168500
82,85,9,3,121.0,16059,1,1,3,3,0,0,0,15,2,2,0,5,8,5,1991,1992,3,1,5,6,1,284.0,2,3,1,2,4,3,6,0,6,0,1288,1288,1,0,1,4,1301,1116,0,2417,0,0,2,1,4,1,2,9,6,1,5,1,1991.0,2,2,462,4,4,2,127,82,0,0,0,0,3,4,1,0,0,2006,8,4,260000
83,86,9,3,122.0,11911,1,1,1,3,0,4,0,8,2,2,0,5,6,5,2005,2005,1,1,11,13,2,0.0,2,3,2,2,4,0,6,0,6,0,684,684,1,0,1,4,684,876,0,1560,0,0,2,1,3,1,2,6,6,1,2,3,2005.0,0,2,400,4,4,2,100,38,0,0,0,0,3,4,1,0,7,2009,8,4,174000
84,87,1,1,40.0,3951,1,2,3,3,0,0,0,21,2,2,4,5,6,5,2009,2009,1,1,11,13,3,76.0,2,3,2,2,4,0,6,0,6,0,612,612,1,0,1,4,612,612,0,1224,0,0,2,1,2,1,2,4,6,0,3,5,2009.0,1,2,528,4,4,2,0,234,0,0,0,0,3,4,1,0,6,2009,6,5,164500
85,90,4,3,60.0,7200,1,1,3,3,0,4,0,12,2,2,0,2,4,5,1950,1950,1,1,2,14,2,0.0,3,3,3,3,2,3,4,0,4,0,0,0,1,4,1,0,1040,0,0,1040,0,0,1,0,2,1,3,4,6,0,3,5,1950.0,2,2,420,4,4,2,0,29,0,0,0,0,3,4,1,0,5,2006,8,4,109900
86,91,4,3,85.0,8500,1,1,3,3,0,4,0,12,2,2,0,2,5,3,1961,1961,3,1,5,6,0,203.0,3,3,1,4,4,3,5,600,6,0,635,1235,1,4,1,4,1235,0,0,1235,0,0,1,0,2,1,3,6,6,0,3,1,1961.0,2,2,480,4,4,2,0,0,0,0,0,0,3,1,1,0,2,2006,8,0,98600
87,92,5,3,80.0,13360,1,0,0,1,0,4,0,6,2,2,0,2,5,7,1921,2006,1,1,12,14,2,0.0,3,2,0,2,4,3,0,713,6,0,163,876,1,0,1,4,964,0,0,964,1,0,1,0,2,1,3,5,6,0,3,5,1921.0,2,2,432,4,4,2,0,0,44,0,0,0,3,4,1,0,1,2009,8,4,163500
88,93,3,0,60.0,7200,1,1,3,3,0,0,0,17,2,2,1,4,6,6,1910,1998,3,1,7,8,2,0.0,3,3,0,4,0,2,5,1046,6,0,168,1214,2,0,0,4,1260,1031,0,2291,0,1,2,0,4,2,3,9,6,1,2,5,1900.0,2,2,506,4,4,2,0,0,0,0,99,0,3,4,1,0,9,2007,8,4,133900
89,94,9,3,69.0,9337,1,1,0,3,0,4,0,5,2,2,0,5,6,5,1997,1997,1,1,11,13,2,0.0,3,2,2,2,4,3,2,648,6,0,176,824,1,0,1,4,905,881,0,1786,1,0,2,1,3,1,2,7,6,0,3,1,1997.0,1,2,684,4,4,2,0,162,0,0,0,0,3,4,1,0,8,2007,8,4,204750
90,95,9,3,0.0,9765,1,1,1,3,0,0,0,8,2,2,0,5,6,8,1993,1993,1,1,11,13,1,68.0,0,2,2,2,1,3,0,310,6,0,370,680,1,2,1,4,680,790,0,1470,0,0,2,1,3,1,3,6,6,1,5,3,1993.0,0,2,420,4,4,2,232,63,0,0,0,0,3,4,3,480,0,2009,8,4,185000
91,96,4,3,78.0,10264,1,1,0,3,0,4,0,5,2,2,0,2,7,5,1999,1999,1,1,11,13,1,183.0,2,3,2,2,4,0,0,1162,6,0,426,1588,1,0,1,4,1588,0,0,1588,0,0,2,0,3,1,2,6,6,0,3,1,1999.0,1,2,472,4,4,2,158,29,0,0,0,0,3,4,1,0,1,2006,8,4,214000
92,97,4,3,73.0,10921,1,1,3,1,0,4,0,7,2,2,0,2,4,5,1965,1965,3,1,5,6,1,48.0,3,3,1,4,4,3,5,520,6,0,440,960,1,4,1,1,960,0,0,960,1,0,1,0,3,1,3,6,6,0,3,1,1965.0,0,1,432,4,4,1,120,0,0,0,0,0,3,4,1,0,8,2007,8,4,94750
93,98,5,3,85.0,10625,1,1,3,3,0,0,0,7,2,2,0,2,5,5,1920,1950,1,1,12,14,2,0.0,3,3,0,4,4,3,0,108,6,0,350,458,1,1,0,4,835,0,0,835,0,0,1,0,2,1,3,5,6,0,3,2,1920.0,2,1,366,1,4,2,0,0,77,0,0,0,3,4,3,400,8,2010,0,0,83000
94,100,4,3,0.0,10603,1,1,0,3,0,4,0,14,2,2,0,2,6,7,1977,2001,1,1,8,10,1,28.0,3,3,2,4,4,2,0,1200,6,0,410,1610,1,2,1,4,1610,0,0,1610,1,0,2,0,3,1,2,6,6,2,5,1,1977.0,1,2,480,4,4,2,168,68,0,0,0,0,3,4,1,0,3,2010,8,4,205000
95,101,9,3,77.0,9206,1,1,3,3,0,4,0,20,2,2,0,5,6,5,1985,1985,1,1,5,6,1,336.0,2,3,1,2,4,3,6,0,6,0,741,741,1,4,1,4,977,755,0,1732,0,0,2,1,3,1,2,7,6,1,5,1,1985.0,0,2,476,4,4,2,192,46,0,0,0,0,3,4,1,0,6,2010,8,4,178000
96,102,14,3,64.0,7018,1,1,3,0,0,4,0,20,2,2,2,2,5,5,1979,1979,1,1,5,6,2,0.0,3,1,3,3,2,3,4,0,4,0,0,0,1,4,1,4,1535,0,0,1535,0,0,2,0,4,2,3,8,6,0,3,1,1979.0,2,2,410,4,4,2,0,0,0,0,0,0,3,4,1,0,6,2009,8,2,118964
97,103,4,3,94.0,10402,1,1,0,3,0,0,0,5,2,2,0,2,7,5,2009,2009,1,1,11,13,2,0.0,3,3,2,2,4,3,6,0,6,0,1226,1226,1,0,1,4,1226,0,0,1226,0,0,2,0,3,1,2,6,6,0,3,1,2009.0,1,3,740,4,4,2,0,36,0,0,0,0,3,4,1,0,8,2010,8,4,198900
98,104,8,4,0.0,7758,1,1,3,3,0,0,0,9,2,2,0,0,7,4,1931,1950,1,1,10,12,1,600.0,3,1,2,4,4,3,3,224,6,0,816,1040,1,0,1,1,1226,592,0,1818,0,0,1,1,4,1,3,7,6,2,5,5,1951.0,2,1,240,4,4,2,0,0,0,0,184,0,3,4,1,0,6,2007,8,4,169500
99,105,9,1,75.0,9375,1,1,3,3,0,4,0,21,2,2,0,5,8,5,2003,2004,3,1,11,13,1,768.0,2,3,2,0,4,3,6,0,6,0,1053,1053,1,0,1,4,1053,939,0,1992,0,0,2,1,3,1,2,9,6,1,2,1,2003.0,1,2,648,4,4,2,140,45,0,0,0,0,3,4,1,0,1,2008,8,4,250000
100,106,5,4,60.0,10800,1,0,3,3,0,4,0,17,2,2,0,2,4,7,1885,1995,4,1,11,13,2,0.0,3,3,0,1,4,3,6,0,6,0,641,641,1,2,1,4,1047,0,0,1047,0,0,1,0,2,1,3,6,6,0,3,5,1954.0,2,1,273,1,1,0,0,0,0,0,0,0,3,4,3,450,1,2007,8,4,100000
101,107,4,4,50.0,6000,1,1,3,3,0,4,0,17,2,2,0,2,5,5,1948,1950,1,1,11,13,2,0.0,3,3,1,4,4,3,0,104,1,169,516,789,1,0,1,4,789,0,0,789,0,0,1,0,2,1,3,5,6,0,3,5,1948.0,2,1,250,4,4,2,0,0,0,0,0,0,3,4,1,0,0,2008,8,5,115000
102,109,4,3,105.0,11751,1,1,0,3,0,4,0,14,2,2,0,2,6,6,1977,1977,3,1,8,10,1,480.0,3,3,1,2,4,3,1,705,6,0,1139,1844,1,0,1,4,1844,0,0,1844,0,0,2,0,3,1,3,7,6,1,5,1,1977.0,1,2,546,4,4,2,0,122,0,0,0,0,3,2,1,0,4,2010,0,4,190000
103,110,8,3,75.0,9525,1,1,3,3,0,4,0,7,2,2,0,0,6,4,1954,1972,1,1,12,14,2,0.0,3,3,1,4,0,3,5,444,6,0,550,994,1,2,1,4,1216,639,0,1855,0,0,2,0,4,1,3,7,6,0,3,1,1954.0,2,1,325,4,4,2,182,0,0,0,0,0,3,4,1,0,10,2006,8,4,136900
104,111,12,3,0.0,7750,1,1,0,3,0,4,0,8,2,2,0,7,7,5,2000,2000,1,1,11,13,2,0.0,3,3,2,2,4,3,2,250,6,0,134,384,1,0,1,4,774,656,0,1430,0,0,2,1,3,1,3,7,6,1,5,3,2000.0,0,2,400,4,4,2,180,0,0,0,0,0,3,4,1,0,0,2010,8,4,180000
105,112,9,3,77.0,9965,1,1,3,3,0,4,0,5,2,2,0,5,7,5,2007,2007,1,1,11,13,3,220.0,2,3,2,0,4,0,2,984,6,0,280,1264,1,0,1,4,1282,1414,0,2696,1,0,2,1,4,1,0,10,6,1,2,3,2007.0,0,3,792,4,4,2,120,184,0,0,168,0,3,4,1,0,10,2007,6,5,383970
106,113,4,3,0.0,21000,1,1,3,0,0,0,0,6,2,2,0,2,6,5,1953,1953,3,1,12,14,1,184.0,3,2,1,2,4,2,0,35,5,869,905,1809,1,4,1,4,2259,0,0,2259,1,0,2,0,3,1,2,7,6,2,2,2,1953.0,2,2,450,4,4,2,166,120,192,0,0,0,3,2,1,0,10,2007,0,0,217000
107,114,10,3,61.0,7259,1,1,0,3,0,4,1,6,2,2,0,5,6,8,1945,2002,2,1,12,14,2,0.0,3,3,1,4,4,3,0,774,3,150,104,1028,1,0,1,4,1436,884,0,2320,1,0,2,1,3,1,2,9,6,1,5,5,1945.0,2,1,180,4,4,2,224,0,0,0,0,0,3,2,1,0,5,2007,8,4,259500
108,115,1,1,34.0,3230,1,2,3,3,0,0,0,21,2,2,4,5,6,5,1999,1999,1,1,7,8,1,1129.0,3,3,2,2,4,3,2,419,6,0,310,729,1,2,1,4,729,729,0,1458,0,0,2,1,2,1,3,5,6,1,1,5,1999.0,2,2,440,4,4,2,0,32,0,0,0,0,3,4,1,0,6,2007,8,4,176000
109,116,4,3,0.0,11616,1,1,3,3,0,4,0,19,2,2,0,2,5,5,1962,1962,1,1,12,14,1,116.0,3,3,1,4,4,3,3,170,1,670,252,1092,1,4,1,4,1092,0,0,1092,0,1,1,0,3,1,3,6,6,1,4,1,1962.0,2,1,288,4,4,2,0,20,144,0,0,0,3,4,1,0,11,2009,8,4,139000
110,117,4,3,74.0,8536,1,1,3,3,0,0,0,7,2,2,0,2,5,5,2006,2007,1,1,11,13,2,0.0,3,3,2,2,4,3,6,0,6,0,1125,1125,1,2,1,4,1125,0,0,1125,0,0,1,1,2,1,3,5,6,0,3,1,2007.0,2,2,430,4,4,2,80,64,0,0,0,0,3,4,1,0,0,2007,6,5,155000
111,118,9,3,90.0,12376,1,1,3,3,0,0,0,20,2,2,0,5,7,5,1990,1990,3,1,8,10,2,0.0,3,3,2,2,4,2,2,1470,6,0,203,1673,1,2,1,4,1699,1523,0,3222,1,0,3,0,5,1,2,11,6,2,5,1,1990.0,2,3,594,4,4,2,367,0,0,0,0,0,3,4,1,0,8,2010,8,4,320000
112,119,9,3,65.0,8461,1,1,3,3,0,4,0,5,2,2,0,5,6,5,2005,2006,1,1,11,13,2,0.0,2,3,2,2,4,3,6,0,6,0,728,728,1,0,1,4,728,728,0,1456,0,0,2,1,3,1,2,8,6,1,2,1,2005.0,0,2,390,4,4,2,0,24,0,0,0,0,3,4,1,0,5,2006,6,5,163990
113,120,12,3,0.0,21453,1,1,0,2,0,1,2,4,2,2,0,7,6,5,1969,1969,0,3,8,10,2,0.0,3,3,1,4,4,1,0,938,6,0,0,938,1,0,1,4,988,0,0,988,1,0,1,0,1,1,3,4,6,2,5,1,1969.0,2,2,540,4,4,2,0,130,0,130,0,0,3,4,1,0,10,2006,8,4,180000
114,121,8,4,50.0,6060,1,1,3,3,0,4,0,9,2,2,0,0,4,5,1939,1950,1,1,0,0,2,0.0,3,3,2,4,4,3,6,0,6,0,732,732,1,2,1,4,772,351,0,1123,0,0,1,0,3,1,3,4,6,0,3,5,1979.0,2,1,264,4,4,1,0,0,140,0,0,0,3,2,1,0,6,2007,8,4,100000
115,122,4,3,75.0,9464,1,1,3,3,0,0,0,12,2,2,0,2,6,7,1958,1958,3,1,7,8,1,135.0,3,2,1,4,4,3,1,570,6,0,510,1080,1,2,1,4,1080,0,0,1080,0,0,1,0,3,1,3,5,6,0,3,1,1958.0,2,1,288,4,4,2,0,0,0,0,130,0,3,4,1,0,6,2008,8,4,136000
116,123,0,3,55.0,7892,1,1,3,3,0,4,0,20,2,2,4,2,6,5,1993,1993,1,1,8,10,2,0.0,2,3,2,2,4,3,2,300,6,0,899,1199,1,0,1,4,1199,0,0,1199,0,0,2,0,2,1,2,5,6,0,3,1,1993.0,1,2,530,4,4,2,0,63,0,0,0,0,3,4,1,0,7,2008,8,4,153900
117,124,4,3,48.0,17043,1,1,0,3,0,1,0,14,2,2,0,2,6,5,1979,1998,1,1,5,6,2,0.0,3,2,1,2,0,3,6,0,6,0,1362,1362,1,4,1,4,1586,0,0,1586,0,0,2,0,3,1,3,7,6,1,5,1,1979.0,2,2,435,4,4,2,192,0,0,0,0,0,3,4,1,0,4,2009,8,4,181000
118,126,0,3,0.0,4928,1,1,0,3,0,4,0,13,2,2,4,2,6,5,1976,1976,1,1,8,10,2,0.0,3,3,1,2,4,3,0,120,6,0,958,1078,1,4,1,4,958,0,0,958,0,0,2,0,2,1,3,5,6,1,5,1,1977.0,1,2,440,4,4,2,0,205,0,0,0,0,3,4,1,0,3,2007,8,4,128000
119,128,9,3,69.0,7590,1,1,3,3,0,4,0,12,4,2,0,5,6,5,1966,1966,1,1,11,13,1,266.0,3,3,1,4,4,3,1,512,6,0,148,660,1,4,1,4,660,688,0,1348,0,0,1,1,3,1,3,6,6,1,1,1,1966.0,1,2,453,4,4,2,188,108,0,0,0,0,3,4,1,0,5,2006,8,4,155000
120,129,4,3,69.0,8973,1,1,3,3,0,4,0,12,2,2,0,2,5,7,1958,1991,1,1,8,10,1,85.0,3,3,1,4,4,3,5,567,1,28,413,1008,1,4,1,0,1053,0,0,1053,0,1,1,1,3,1,0,6,6,0,3,0,1998.0,1,2,750,4,4,2,0,80,0,180,0,0,3,3,1,0,5,2006,8,0,150000
121,130,9,3,88.0,14200,1,1,3,3,0,0,0,12,2,2,0,5,7,6,1966,1966,1,1,7,8,1,309.0,3,3,1,4,4,3,5,445,6,0,479,924,1,0,1,4,1216,941,0,2157,0,0,2,1,4,1,2,8,6,2,2,1,1966.0,0,2,487,4,4,2,105,66,0,0,0,0,3,0,1,0,8,2006,8,4,226000
122,131,9,3,0.0,12224,1,1,0,3,0,0,0,8,2,2,0,5,6,5,2000,2000,1,1,11,13,1,40.0,2,3,2,2,4,3,2,695,6,0,297,992,1,0,1,4,1022,1032,0,2054,1,0,2,1,3,1,2,7,6,1,5,3,2000.0,1,2,390,4,4,2,24,48,0,0,0,0,3,4,1,0,5,2009,8,4,244000
123,132,4,3,75.0,7388,1,1,3,3,0,0,0,12,2,2,0,2,5,6,1959,2002,1,1,7,8,2,0.0,3,3,1,4,4,3,5,405,6,0,658,1063,1,2,1,4,1327,0,0,1327,1,0,1,0,3,1,2,7,6,0,3,5,1974.0,2,2,624,4,4,2,0,0,0,0,0,0,3,4,1,0,5,2007,8,4,150750
124,133,4,3,0.0,6853,1,1,0,3,0,4,0,23,2,2,0,2,8,5,2001,2002,1,1,11,13,1,136.0,2,3,2,0,4,3,2,1005,6,0,262,1267,1,0,1,4,1296,0,0,1296,1,0,2,0,2,1,2,6,6,0,3,1,2001.0,0,2,471,4,4,2,192,25,0,0,0,0,3,4,1,0,6,2009,8,4,220000
125,134,4,3,78.0,10335,1,1,0,3,0,4,0,19,2,2,0,2,5,6,1968,1993,1,1,8,10,2,0.0,3,3,1,4,4,3,5,570,6,0,891,1461,1,2,1,4,1721,0,0,1721,0,0,2,1,3,1,3,7,2,1,5,1,1968.0,1,2,440,4,4,2,0,96,180,0,0,0,3,2,1,0,5,2006,8,4,180000
126,135,4,3,80.0,10400,1,1,3,3,0,4,0,14,2,2,0,2,7,6,1970,1970,3,1,8,10,1,288.0,3,3,2,4,4,3,6,0,6,0,1304,1304,1,2,1,4,1682,0,0,1682,0,0,2,0,3,1,3,7,6,1,2,1,1970.0,2,2,530,4,4,2,98,0,0,0,0,0,3,2,1,0,8,2008,8,4,174000
127,136,4,3,0.0,10355,1,1,0,3,0,0,0,12,2,2,0,2,5,5,1967,1967,1,1,7,8,1,196.0,3,3,1,4,4,3,1,695,6,0,519,1214,1,4,1,4,1214,0,0,1214,0,0,2,0,3,1,3,5,6,1,1,1,1967.0,1,1,318,4,4,2,0,111,0,0,0,0,3,4,1,0,5,2007,8,4,143000
128,137,14,3,82.0,11070,1,1,3,3,0,4,0,11,2,2,2,2,7,5,1988,1989,1,1,11,13,1,70.0,3,3,1,4,4,3,6,0,6,0,1907,1907,1,2,1,4,1959,0,0,1959,0,0,3,0,5,2,3,9,6,0,3,0,1989.0,2,3,766,4,4,2,0,0,0,0,0,0,3,4,1,0,5,2006,8,3,171000
129,138,9,3,73.0,9066,1,1,0,3,0,4,0,5,2,2,0,5,8,5,1999,2000,1,1,11,13,1,320.0,2,3,2,2,4,2,2,668,6,0,336,1004,1,0,1,4,1004,848,0,1852,0,0,2,1,3,1,2,7,6,2,5,1,1999.0,0,3,660,4,4,2,224,106,0,0,0,0,3,0,1,0,2,2008,8,4,230000
130,139,9,3,65.0,15426,1,1,0,3,0,4,0,5,2,2,0,5,6,5,1997,1997,1,1,11,13,2,0.0,3,3,2,2,4,3,2,821,6,0,107,928,1,0,1,4,928,836,0,1764,1,0,2,1,3,1,2,7,6,0,3,1,1997.0,1,2,470,4,4,2,276,99,0,0,0,0,3,2,1,0,1,2009,8,4,231500
131,141,4,3,78.0,11645,1,1,3,3,0,4,0,5,2,2,0,2,7,5,2005,2005,1,1,11,13,2,0.0,2,3,2,2,4,0,2,1300,6,0,434,1734,1,0,1,4,1734,0,0,1734,1,0,2,0,3,1,2,7,6,0,3,1,2005.0,0,2,660,4,4,2,160,24,0,0,0,0,3,4,1,0,4,2006,8,4,260000
132,142,8,3,71.0,8520,1,1,3,3,0,0,0,12,0,2,0,0,5,4,1952,1952,1,1,2,14,2,0.0,3,1,1,4,4,3,5,507,6,0,403,910,1,1,1,4,910,475,0,1385,0,0,2,0,4,1,3,6,6,0,3,5,2000.0,2,2,720,4,4,2,0,0,0,0,0,0,3,2,1,0,6,2010,8,4,166000
133,143,4,3,78.0,10335,1,1,0,3,0,4,0,5,2,2,0,2,7,5,1999,1999,1,1,11,13,1,183.0,2,3,2,2,4,1,2,679,6,0,811,1490,1,0,1,4,1501,0,0,1501,1,0,2,0,3,1,2,6,6,0,3,1,1999.0,1,2,577,4,4,2,144,29,0,0,0,0,3,4,1,0,6,2009,8,4,204000
134,144,14,4,70.0,9100,1,1,3,3,0,4,0,19,5,2,2,2,5,5,1963,1963,1,1,5,6,1,336.0,3,3,1,4,4,3,5,1332,6,0,396,1728,1,4,1,4,1728,0,0,1728,1,0,2,0,6,2,3,10,6,0,3,5,1963.0,2,2,504,4,4,2,0,0,0,0,0,0,3,4,1,0,9,2006,4,0,125000
135,145,1,4,24.0,2522,1,1,3,3,0,4,0,7,2,2,3,5,6,5,2004,2006,1,1,11,13,3,50.0,2,3,2,2,4,3,6,0,6,0,970,970,1,0,1,4,970,739,0,1709,0,0,2,0,3,1,2,7,0,0,3,5,2004.0,2,2,380,4,4,2,0,40,0,0,0,0,3,4,1,0,0,2006,8,4,130000
136,146,5,4,51.0,6120,1,1,3,3,0,0,0,3,2,2,0,2,5,7,1931,1993,1,1,12,14,2,0.0,3,3,0,4,4,3,1,209,6,0,506,715,1,4,1,0,875,0,0,875,1,0,1,0,2,1,3,5,6,0,3,5,1931.0,2,1,180,1,4,2,48,0,0,0,0,0,3,4,1,0,9,2009,8,4,105000
137,147,9,3,0.0,9505,1,1,0,3,0,1,0,8,2,2,0,5,7,5,2001,2001,1,1,11,13,1,180.0,2,3,2,2,4,3,6,0,6,0,884,884,1,0,1,4,884,1151,0,2035,0,0,2,1,3,1,2,8,6,1,2,3,2001.0,0,2,434,4,4,2,144,48,0,0,0,0,3,4,1,0,8,2010,8,4,222500
138,149,8,4,0.0,6240,1,1,3,3,0,4,0,3,2,2,0,0,5,4,1936,1950,1,1,7,8,2,0.0,3,3,0,2,4,3,6,0,6,0,896,896,1,2,1,0,896,448,0,1344,0,0,1,0,3,1,3,7,6,0,3,5,1936.0,2,1,240,1,4,2,200,114,0,0,0,0,3,4,1,0,0,2006,8,4,115000
139,150,4,3,120.0,10356,1,1,3,3,0,0,0,5,2,2,0,2,5,6,1975,1975,1,1,5,6,2,0.0,3,3,1,4,4,0,1,716,6,0,253,969,1,4,1,4,969,0,0,969,0,0,1,1,3,1,3,5,6,0,3,1,1975.0,2,2,440,4,4,2,0,0,0,0,0,0,3,2,1,0,4,2007,8,4,122000
140,151,4,3,107.0,13891,1,1,3,3,0,4,0,16,2,2,0,2,8,5,2007,2008,3,1,11,13,3,436.0,2,3,2,0,4,1,2,1400,6,0,310,1710,1,0,1,4,1710,0,0,1710,1,0,2,0,2,1,2,6,6,1,2,1,2007.0,1,3,866,4,4,2,0,102,0,0,0,0,3,4,1,0,4,2008,6,5,372402
141,152,9,3,0.0,14803,1,1,0,3,0,1,0,14,2,2,0,5,6,5,1971,1971,1,1,5,6,1,252.0,3,3,1,4,4,3,5,416,6,0,409,825,1,2,1,4,1097,896,0,1993,0,0,2,1,4,1,3,8,6,1,2,1,1971.0,1,2,495,4,4,2,0,66,0,0,0,0,3,1,1,0,6,2006,8,4,190000
142,153,4,3,0.0,13500,1,1,3,3,0,4,0,4,2,2,0,2,6,7,1960,1975,0,1,2,10,2,0.0,3,3,1,2,4,1,1,429,0,1080,93,1602,1,2,1,4,1252,0,0,1252,1,0,1,0,1,1,3,4,6,1,2,1,1960.0,1,2,564,4,4,2,409,0,0,0,0,0,3,4,1,0,7,2008,8,4,235000
143,154,5,4,84.0,11340,1,1,3,3,0,0,0,17,2,2,0,2,6,5,1923,1950,1,1,12,14,2,0.0,3,3,0,4,4,3,6,0,6,0,1200,1200,1,4,1,0,1200,0,0,1200,0,0,1,0,4,1,3,7,6,0,3,5,1923.0,2,1,312,1,1,2,0,0,228,0,0,0,3,4,1,0,7,2006,8,3,125000
144,156,4,3,60.0,7200,1,1,3,3,0,4,0,12,2,2,0,2,5,7,1950,1950,3,1,12,14,2,0.0,3,3,1,3,2,3,4,0,4,0,0,0,1,4,1,1,1040,0,0,1040,0,0,1,0,2,1,3,5,6,0,3,5,1950.0,2,2,625,4,4,2,0,0,0,0,0,0,3,4,1,0,6,2006,8,4,109500
145,157,9,3,92.0,12003,1,1,3,3,0,0,0,23,2,2,0,5,8,5,2009,2010,1,1,11,13,1,84.0,2,3,2,0,4,3,6,0,6,0,774,774,1,0,1,4,774,1194,0,1968,0,0,2,1,4,1,0,8,6,1,2,3,2009.0,0,3,680,4,4,2,0,75,0,0,0,0,3,4,1,0,8,2010,6,5,269500
146,158,9,1,100.0,12552,1,1,3,3,0,0,0,21,2,2,0,5,7,5,2004,2005,1,1,11,13,2,0.0,2,3,2,2,4,3,2,222,6,0,769,991,1,0,1,4,991,956,0,1947,0,0,2,1,3,1,2,8,6,1,2,1,2004.0,1,2,678,4,4,2,0,136,0,0,0,0,3,1,1,0,8,2010,8,4,254900
